season,round,driver,constructor,status,dnf
2017,17,Wehrlein,Sauber,collision,0
2017,17,Hülkenberg,Renault,engine,1
2017,20,Bottas,Mercedes,finished,0
2017,20,Hamilton,Mercedes,finished,0
2017,20,Vettel,Ferrari,finished,0
2017,20,Räikkönen,Ferrari,finished,0
2017,20,Verstappen,Red Bull,finished,0
2017,20,Hülkenberg,Renault,finished,0
2017,20,Pérez,Force India,finished,0
2017,20,Ocon,Force India,finished,0
2017,20,Alonso,McLaren,+1 lap,0
2017,20,Massa,Williams,+1 lap,0
2017,20,Grosjean,Haas F1 Team,+1 lap,0
2017,20,Vandoorne,McLaren,+1 lap,0
2017,20,Magnussen,Haas F1 Team,+1 lap,0
2017,20,Wehrlein,Sauber,+1 lap,0
2017,20,Hartley,Toro Rosso,+1 lap,0
2017,20,Gasly,Toro Rosso,+1 lap,0
2017,20,Ericsson,Sauber,+1 lap,0
2017,20,Stroll,Williams,+1 lap,0
2017,20,Sainz,Renault,wheel,0
2017,20,Ricciardo,Red Bull,hydraulics,1
2018,1,Vettel,Ferrari,finished,0
2018,1,Hamilton,Mercedes,finished,0
2018,1,Räikkönen,Ferrari,finished,0
2018,1,Ricciardo,Red Bull,finished,0
2018,1,Alonso,McLaren,finished,0
2018,1,Verstappen,Red Bull,finished,0
2018,1,Hülkenberg,Renault,finished,0
2018,1,Bottas,Mercedes,finished,0
2018,1,Vandoorne,McLaren,finished,0
2018,1,Sainz,Renault,finished,0
2018,1,Pérez,Force India,finished,0
2018,1,Ocon,Force India,finished,0
2018,1,Leclerc,Sauber,finished,0
2018,1,Stroll,Williams,finished,0
2018,1,Hartley,Toro Rosso,+1 lap,0
2018,1,Grosjean,Haas F1 Team,wheel,0
2018,1,Magnussen,Haas F1 Team,wheel,0
2018,1,Gasly,Toro Rosso,engine,1
2018,1,Ericsson,Sauber,steering,0
2018,1,Sirotkin,Williams,brakes,1
2018,2,Vettel,Ferrari,finished,0
2018,2,Bottas,Mercedes,finished,0
2018,2,Hamilton,Mercedes,finished,0
2018,2,Gasly,Toro Rosso,finished,0
2018,2,Magnussen,Haas F1 Team,finished,0
2018,2,Hülkenberg,Renault,finished,0
2018,2,Alonso,McLaren,+1 lap,0
2018,2,Vandoorne,McLaren,+1 lap,0
2018,2,Ericsson,Sauber,+1 lap,0
2018,2,Ocon,Force India,+1 lap,0
2018,2,Sainz,Renault,+1 lap,0
2018,2,Leclerc,Sauber,+1 lap,0
2018,2,Grosjean,Haas F1 Team,+1 lap,0
2018,2,Stroll,Williams,+1 lap,0
2018,2,Sirotkin,Williams,+1 lap,0
2018,2,Pérez,Force India,+1 lap,0
2018,2,Hartley,Toro Rosso,+1 lap,0
2018,2,Räikkönen,Ferrari,wheel,0
2018,2,Verstappen,Red Bull,puncture,0
2018,2,Ricciardo,Red Bull,electrical,0
2018,4,Hamilton,Mercedes,finished,0
2018,4,Räikkönen,Ferrari,finished,0
2018,4,Pérez,Force India,finished,0
2018,4,Vettel,Ferrari,finished,0
2018,4,Sainz,Renault,finished,0
2018,4,Leclerc,Sauber,finished,0
2018,4,Alonso,McLaren,finished,0
2018,4,Stroll,Williams,finished,0
2018,4,Vandoorne,McLaren,finished,0
2018,4,Hartley,Toro Rosso,finished,0
2018,4,Ericsson,Sauber,finished,0
2018,4,Gasly,Toro Rosso,finished,0
2018,4,Magnussen,Haas F1 Team,finished,0
2018,4,Bottas,Mercedes,puncture,0
2018,4,Grosjean,Haas F1 Team,accident,1
2018,4,Verstappen,Red Bull,collision,0
2018,4,Ricciardo,Red Bull,collision,0
2018,4,Hülkenberg,Renault,accident,1
2018,4,Ocon,Force India,collision,0
2018,4,Sirotkin,Williams,collision,0
2018,5,Hamilton,Mercedes,finished,0
2018,5,Bottas,Mercedes,finished,0
2018,5,Verstappen,Red Bull,finished,0
2018,5,Vettel,Ferrari,finished,0
2018,5,Ricciardo,Red Bull,finished,0
2018,5,Magnussen,Haas F1 Team,+1 lap,0
2018,5,Sainz,Renault,+1 lap,0
2018,5,Alonso,McLaren,+1 lap,0
2018,5,Pérez,Force India,+2 laps,0
2018,5,Leclerc,Sauber,+2 laps,0
2018,5,Stroll,Williams,+2 laps,0
2018,5,Hartley,Toro Rosso,+2 laps,0
2018,5,Ericsson,Sauber,+2 laps,0
2018,5,Sirotkin,Williams,+3 laps,0
2018,5,Vandoorne,McLaren,gearbox,0
2018,5,Ocon,Force India,oil leak,0
2018,5,Räikkönen,Ferrari,turbo,0
2018,5,Grosjean,Haas F1 Team,collision,0
2018,5,Gasly,Toro Rosso,collision,0
2018,5,Hülkenberg,Renault,collision,0
2018,3,Ricciardo,Red Bull,finished,0
2018,3,Bottas,Mercedes,finished,0
2018,3,Räikkönen,Ferrari,finished,0
2018,3,Hamilton,Mercedes,finished,0
2018,3,Verstappen,Red Bull,finished,0
2018,3,Hülkenberg,Renault,finished,0
2018,3,Alonso,McLaren,finished,0
2018,3,Vettel,Ferrari,finished,0
2018,3,Sainz,Renault,finished,0
2018,3,Magnussen,Haas F1 Team,finished,0
2018,3,Ocon,Force India,finished,0
2018,3,Pérez,Force India,finished,0
2018,3,Vandoorne,McLaren,finished,0
2018,3,Stroll,Williams,finished,0
2018,3,Sirotkin,Williams,finished,0
2018,3,Ericsson,Sauber,finished,0
2018,3,Grosjean,Haas F1 Team,finished,0
2018,3,Gasly,Toro Rosso,finished,0
2018,3,Leclerc,Sauber,finished,0
2018,3,Hartley,Toro Rosso,collision damage,0
2018,7,Vettel,Ferrari,finished,0
2018,7,Bottas,Mercedes,finished,0
2018,7,Verstappen,Red Bull,finished,0
2018,7,Ricciardo,Red Bull,finished,0
2018,7,Hamilton,Mercedes,finished,0
2018,7,Räikkönen,Ferrari,finished,0
2018,7,Hülkenberg,Renault,+1 lap,0
2018,7,Sainz,Renault,+1 lap,0
2018,7,Ocon,Force India,+1 lap,0
2018,7,Leclerc,Sauber,+1 lap,0
2018,7,Gasly,Toro Rosso,+1 lap,0
2018,7,Grosjean,Haas F1 Team,+1 lap,0
2018,7,Magnussen,Haas F1 Team,+1 lap,0
2018,7,Pérez,Force India,+1 lap,0
2018,7,Ericsson,Sauber,+2 laps,0
2018,7,Vandoorne,McLaren,+2 laps,0
2018,7,Sirotkin,Williams,+2 laps,0
2018,7,Alonso,McLaren,exhaust,0
2018,7,Hartley,Toro Rosso,collision,0
2018,7,Stroll,Williams,collision,0
2018,9,Verstappen,Red Bull,finished,0
2018,9,Räikkönen,Ferrari,finished,0
2018,9,Vettel,Ferrari,finished,0
2018,9,Grosjean,Haas F1 Team,+1 lap,0
2018,9,Magnussen,Haas F1 Team,+1 lap,0
2018,9,Ocon,Force India,+1 lap,0
2018,9,Pérez,Force India,+1 lap,0
2018,9,Alonso,McLaren,+1 lap,0
2018,9,Leclerc,Sauber,+1 lap,0
2018,9,Ericsson,Sauber,+1 lap,0
2018,9,Gasly,Toro Rosso,+1 lap,0
2018,9,Sainz,Renault,+1 lap,0
2018,9,Sirotkin,Williams,+2 laps,0
2018,9,Stroll,Williams,+2 laps,0
2018,9,Vandoorne,McLaren,collision damage,0
2018,9,Hamilton,Mercedes,fuel pressure,0
2018,9,Hartley,Toro Rosso,hydraulics,1
2018,9,Ricciardo,Red Bull,exhaust,0
2018,9,Bottas,Mercedes,hydraulics,1
2018,9,Hülkenberg,Renault,engine,1
2018,6,Ricciardo,Red Bull,finished,0
2018,6,Vettel,Ferrari,finished,0
2018,6,Hamilton,Mercedes,finished,0
2018,6,Räikkönen,Ferrari,finished,0
2018,6,Bottas,Mercedes,finished,0
2018,6,Ocon,Force India,finished,0
2018,6,Gasly,Toro Rosso,finished,0
2018,6,Hülkenberg,Renault,finished,0
2018,6,Verstappen,Red Bull,finished,0
2018,6,Sainz,Renault,finished,0
2018,6,Ericsson,Sauber,finished,0
2018,6,Pérez,Force India,finished,0
2018,6,Magnussen,Haas F1 Team,finished,0
2018,6,Vandoorne,McLaren,+1 lap,0
2018,6,Grosjean,Haas F1 Team,+1 lap,0
2018,6,Sirotkin,Williams,+1 lap,0
2018,6,Stroll,Williams,+2 laps,0
2018,6,Leclerc,Sauber,collision,0
2018,6,Hartley,Toro Rosso,collision,0
2018,6,Alonso,McLaren,gearbox,0
2018,8,Hamilton,Mercedes,finished,0
2018,8,Verstappen,Red Bull,finished,0
2018,8,Räikkönen,Ferrari,finished,0
2018,8,Ricciardo,Red Bull,finished,0
2018,8,Vettel,Ferrari,finished,0
2018,8,Magnussen,Haas F1 Team,finished,0
2018,8,Bottas,Mercedes,finished,0
2018,8,Sainz,Renault,finished,0
2018,8,Hülkenberg,Renault,finished,0
2018,8,Leclerc,Sauber,finished,0
2018,8,Grosjean,Haas F1 Team,+1 lap,0
2018,8,Vandoorne,McLaren,+1 lap,0
2018,8,Ericsson,Sauber,+1 lap,0
2018,8,Hartley,Toro Rosso,+1 lap,0
2018,8,Sirotkin,Williams,+1 lap,0
2018,8,Alonso,McLaren,wheel,0
2018,8,Stroll,Williams,puncture,0
2018,8,Pérez,Force India,engine,1
2018,8,Ocon,Force India,collision,0
2018,8,Gasly,Toro Rosso,collision,0
2018,10,Vettel,Ferrari,finished,0
2018,10,Hamilton,Mercedes,finished,0
2018,10,Räikkönen,Ferrari,finished,0
2018,10,Bottas,Mercedes,finished,0
2018,10,Ricciardo,Red Bull,finished,0
2018,10,Hülkenberg,Renault,finished,0
2018,10,Ocon,Force India,finished,0
2018,10,Alonso,McLaren,finished,0
2018,10,Magnussen,Haas F1 Team,finished,0
2018,10,Pérez,Force India,finished,0
2018,10,Vandoorne,McLaren,finished,0
2018,10,Stroll,Williams,finished,0
2018,10,Gasly,Toro Rosso,finished,0
2018,10,Sirotkin,Williams,finished,0
2018,10,Verstappen,Red Bull,brakes,1
2018,10,Grosjean,Haas F1 Team,collision,0
2018,10,Sainz,Renault,collision,0
2018,10,Ericsson,Sauber,accident,1
2018,10,Leclerc,Sauber,tyre,0
2018,10,Hartley,Toro Rosso,power unit,0
2018,12,Hamilton,Mercedes,finished,0
2018,12,Vettel,Ferrari,finished,0
2018,12,Räikkönen,Ferrari,finished,0
2018,12,Ricciardo,Red Bull,finished,0
2018,12,Bottas,Mercedes,finished,0
2018,12,Gasly,Toro Rosso,finished,0
2018,12,Magnussen,Haas F1 Team,+1 lap,0
2018,12,Alonso,McLaren,+1 lap,0
2018,12,Sainz,Renault,+1 lap,0
2018,12,Grosjean,Haas F1 Team,+1 lap,0
2018,12,Hartley,Toro Rosso,+1 lap,0
2018,12,Hülkenberg,Renault,+1 lap,0
2018,12,Ocon,Force India,+1 lap,0
2018,12,Pérez,Force India,+1 lap,0
2018,12,Ericsson,Sauber,+2 laps,0
2018,12,Sirotkin,Williams,+2 laps,0
2018,12,Stroll,Williams,+2 laps,0
2018,12,Vandoorne,McLaren,gearbox,0
2018,12,Verstappen,Red Bull,power loss,0
2018,12,Leclerc,Sauber,suspension,0
2018,13,Vettel,Ferrari,finished,0
2018,13,Hamilton,Mercedes,finished,0
2018,13,Verstappen,Red Bull,finished,0
2018,13,Bottas,Mercedes,finished,0
2018,13,Pérez,Force India,finished,0
2018,13,Ocon,Force India,finished,0
2018,13,Grosjean,Haas F1 Team,finished,0
2018,13,Magnussen,Haas F1 Team,finished,0
2018,13,Gasly,Toro Rosso,finished,0
2018,13,Ericsson,Sauber,+1 lap,0
2018,13,Sainz,Renault,+1 lap,0
2018,13,Sirotkin,Williams,+1 lap,0
2018,13,Stroll,Williams,+1 lap,0
2018,13,Hartley,Toro Rosso,+1 lap,0
2018,13,Vandoorne,McLaren,+1 lap,0
2018,13,Ricciardo,Red Bull,retired,1
2018,13,Räikkönen,Ferrari,brakes,1
2018,13,Leclerc,Sauber,accident,1
2018,13,Alonso,McLaren,accident,1
2018,13,Hülkenberg,Renault,accident,1
2018,11,Hamilton,Mercedes,finished,0
2018,11,Bottas,Mercedes,finished,0
2018,11,Räikkönen,Ferrari,finished,0
2018,11,Verstappen,Red Bull,finished,0
2018,11,Hülkenberg,Renault,finished,0
2018,11,Grosjean,Haas F1 Team,finished,0
2018,11,Pérez,Force India,finished,0
2018,11,Ocon,Force India,finished,0
2018,11,Ericsson,Sauber,finished,0
2018,11,Hartley,Toro Rosso,finished,0
2018,11,Magnussen,Haas F1 Team,finished,0
2018,11,Sainz,Renault,finished,0
2018,11,Vandoorne,McLaren,finished,0
2018,11,Gasly,Toro Rosso,+1 lap,0
2018,11,Leclerc,Sauber,+1 lap,0
2018,11,Alonso,McLaren,retired,1
2018,11,Stroll,Williams,engine,1
2018,11,Vettel,Ferrari,accident,1
2018,11,Sirotkin,Williams,engine,1
2018,11,Ricciardo,Red Bull,engine,1
2018,14,Hamilton,Mercedes,finished,0
2018,14,Räikkönen,Ferrari,finished,0
2018,14,Bottas,Mercedes,finished,0
2018,14,Vettel,Ferrari,finished,0
2018,14,Verstappen,Red Bull,finished,0
2018,14,Ocon,Force India,finished,0
2018,14,Pérez,Force India,finished,0
2018,14,Sainz,Renault,finished,0
2018,14,Stroll,Williams,+1 lap,0
2018,14,Sirotkin,Williams,+1 lap,0
2018,14,Leclerc,Sauber,+1 lap,0
2018,14,Vandoorne,McLaren,+1 lap,0
2018,14,Hülkenberg,Renault,+1 lap,0
2018,14,Gasly,Toro Rosso,+1 lap,0
2018,14,Ericsson,Sauber,+1 lap,0
2018,14,Magnussen,Haas F1 Team,+1 lap,0
2018,14,Ricciardo,Red Bull,engine,1
2018,14,Alonso,McLaren,engine,1
2018,14,Hartley,Toro Rosso,brakes,1
2018,14,Grosjean,Haas F1 Team,disqualified,0
2018,15,Hamilton,Mercedes,finished,0
2018,15,Verstappen,Red Bull,finished,0
2018,15,Vettel,Ferrari,finished,0
2018,15,Bottas,Mercedes,finished,0
2018,15,Räikkönen,Ferrari,finished,0
2018,15,Ricciardo,Red Bull,finished,0
2018,15,Alonso,McLaren,finished,0
2018,15,Sainz,Renault,+1 lap,0
2018,15,Leclerc,Sauber,+1 lap,0
2018,15,Hülkenberg,Renault,+1 lap,0
2018,15,Ericsson,Sauber,+1 lap,0
2018,15,Vandoorne,McLaren,+1 lap,0
2018,15,Gasly,Toro Rosso,+1 lap,0
2018,15,Stroll,Williams,+1 lap,0
2018,15,Grosjean,Haas F1 Team,+1 lap,0
2018,15,Pérez,Force India,+1 lap,0
2018,15,Hartley,Toro Rosso,+1 lap,0
2018,15,Magnussen,Haas F1 Team,+2 laps,0
2018,15,Sirotkin,Williams,+2 laps,0
2018,15,Ocon,Force India,collision,0
2018,17,Hamilton,Mercedes,finished,0
2018,17,Bottas,Mercedes,finished,0
2018,17,Verstappen,Red Bull,finished,0
2018,17,Ricciardo,Red Bull,finished,0
2018,17,Räikkönen,Ferrari,finished,0
2018,17,Vettel,Ferrari,finished,0
2018,17,Pérez,Force India,finished,0
2018,17,Grosjean,Haas F1 Team,finished,0
2018,17,Ocon,Force India,finished,0
2018,17,Sainz,Renault,+1 lap,0
2018,17,Gasly,Toro Rosso,+1 lap,0
2018,17,Ericsson,Sauber,+1 lap,0
2018,17,Hartley,Toro Rosso,+1 lap,0
2018,17,Alonso,McLaren,+1 lap,0
2018,17,Vandoorne,McLaren,+1 lap,0
2018,17,Sirotkin,Williams,+1 lap,0
2018,17,Stroll,Williams,+1 lap,0
2018,17,Leclerc,Sauber,mechanical,0
2018,17,Hülkenberg,Renault,engine,1
2018,17,Magnussen,Haas F1 Team,collision damage,0
2018,18,Räikkönen,Ferrari,finished,0
2018,18,Verstappen,Red Bull,finished,0
2018,18,Hamilton,Mercedes,finished,0
2018,18,Vettel,Ferrari,finished,0
2018,18,Bottas,Mercedes,finished,0
2018,18,Hülkenberg,Renault,finished,0
2018,18,Sainz,Renault,finished,0
2018,18,Pérez,Force India,finished,0
2018,18,Hartley,Toro Rosso,+1 lap,0
2018,18,Ericsson,Sauber,+1 lap,0
2018,18,Vandoorne,McLaren,+1 lap,0
2018,18,Gasly,Toro Rosso,+1 lap,0
2018,18,Sirotkin,Williams,+1 lap,0
2018,18,Stroll,Williams,+2 laps,0
2018,18,Leclerc,Sauber,collision damage,0
2018,18,Ricciardo,Red Bull,battery,0
2018,18,Grosjean,Haas F1 Team,collision damage,0
2018,18,Alonso,McLaren,collision,0
2018,18,Ocon,Force India,disqualified,0
2018,18,Magnussen,Haas F1 Team,disqualified,0
2018,16,Hamilton,Mercedes,finished,0
2018,16,Bottas,Mercedes,finished,0
2018,16,Vettel,Ferrari,finished,0
2018,16,Räikkönen,Ferrari,finished,0
2018,16,Verstappen,Red Bull,finished,0
2018,16,Ricciardo,Red Bull,finished,0
2018,16,Leclerc,Sauber,finished,0
2018,16,Magnussen,Haas F1 Team,+1 lap,0
2018,16,Ocon,Force India,+1 lap,0
2018,16,Pérez,Force India,+1 lap,0
2018,16,Grosjean,Haas F1 Team,+1 lap,0
2018,16,Hülkenberg,Renault,+1 lap,0
2018,16,Ericsson,Sauber,+1 lap,0
2018,16,Alonso,McLaren,+1 lap,0
2018,16,Stroll,Williams,+1 lap,0
2018,16,Vandoorne,McLaren,+2 laps,0
2018,16,Sainz,Renault,+2 laps,0
2018,16,Sirotkin,Williams,+2 laps,0
2018,16,Gasly,Toro Rosso,brakes,1
2018,16,Hartley,Toro Rosso,brakes,1
2018,19,Verstappen,Red Bull,finished,0
2018,19,Vettel,Ferrari,finished,0
2018,19,Räikkönen,Ferrari,finished,0
2018,19,Hamilton,Mercedes,finished,0
2018,19,Bottas,Mercedes,+1 lap,0
2018,19,Hülkenberg,Renault,+2 laps,0
2018,19,Leclerc,Sauber,+2 laps,0
2018,19,Vandoorne,McLaren,+2 laps,0
2018,19,Ericsson,Sauber,+2 laps,0
2018,19,Gasly,Toro Rosso,+2 laps,0
2018,19,Ocon,Force India,+2 laps,0
2018,19,Stroll,Williams,+2 laps,0
2018,19,Sirotkin,Williams,+2 laps,0
2018,19,Hartley,Toro Rosso,+2 laps,0
2018,19,Magnussen,Haas F1 Team,+2 laps,0
2018,19,Grosjean,Haas F1 Team,+3 laps,0
2018,19,Ricciardo,Red Bull,engine,1
2018,19,Pérez,Force India,brakes,1
2018,19,Sainz,Renault,suspension,0
2018,19,Alonso,McLaren,engine,1
2019,1,Bottas,Mercedes,finished,0
2019,1,Hamilton,Mercedes,finished,0
2019,1,Verstappen,Red Bull,finished,0
2019,1,Vettel,Ferrari,finished,0
2019,1,Leclerc,Ferrari,finished,0
2019,1,Magnussen,Haas F1 Team,finished,0
2019,1,Hülkenberg,Renault,+1 lap,0
2019,1,Räikkönen,Alfa Romeo,+1 lap,0
2019,1,Stroll,Racing Point,+1 lap,0
2019,1,Kvyat,Toro Rosso,+1 lap,0
2019,1,Gasly,Red Bull,+1 lap,0
2019,1,Norris,McLaren,+1 lap,0
2019,1,Pérez,Racing Point,+1 lap,0
2019,1,Albon,Toro Rosso,+1 lap,0
2019,1,Giovinazzi,Alfa Romeo,+1 lap,0
2019,1,Russell,Williams,+2 laps,0
2019,1,Kubica,Williams,+3 laps,0
2019,1,Grosjean,Haas F1 Team,wheel,0
2019,1,Ricciardo,Renault,damage,0
2019,1,Sainz,McLaren,engine,1
2018,20,Hamilton,Mercedes,finished,0
2018,20,Verstappen,Red Bull,finished,0
2018,20,Räikkönen,Ferrari,finished,0
2018,20,Ricciardo,Red Bull,finished,0
2018,20,Bottas,Mercedes,finished,0
2018,20,Vettel,Ferrari,finished,0
2018,20,Leclerc,Sauber,finished,0
2018,20,Grosjean,Haas F1 Team,finished,0
2018,20,Magnussen,Haas F1 Team,finished,0
2018,20,Pérez,Force India,+1 lap,0
2018,20,Hartley,Toro Rosso,+1 lap,0
2018,20,Sainz,Renault,+1 lap,0
2018,20,Gasly,Toro Rosso,+1 lap,0
2018,20,Vandoorne,McLaren,+1 lap,0
2018,20,Ocon,Force India,+1 lap,0
2018,20,Sirotkin,Williams,+2 laps,0
2018,20,Alonso,McLaren,+2 laps,0
2018,20,Stroll,Williams,+2 laps,0
2018,20,Hülkenberg,Renault,overheating,0
2018,20,Ericsson,Sauber,collision,0
2018,21,Hamilton,Mercedes,finished,0
2018,21,Vettel,Ferrari,finished,0
2018,21,Verstappen,Red Bull,finished,0
2018,21,Ricciardo,Red Bull,finished,0
2018,21,Bottas,Mercedes,finished,0
2018,21,Sainz,Renault,finished,0
2018,21,Leclerc,Sauber,finished,0
2018,21,Pérez,Force India,finished,0
2018,21,Grosjean,Haas F1 Team,+1 lap,0
2018,21,Magnussen,Haas F1 Team,+1 lap,0
2018,21,Alonso,McLaren,+1 lap,0
2018,21,Hartley,Toro Rosso,+1 lap,0
2018,21,Stroll,Williams,+1 lap,0
2018,21,Vandoorne,McLaren,+1 lap,0
2018,21,Sirotkin,Williams,+1 lap,0
2018,21,Gasly,Toro Rosso,engine,1
2018,21,Ocon,Force India,engine,1
2018,21,Ericsson,Sauber,power loss,0
2018,21,Räikkönen,Ferrari,power loss,0
2018,21,Hülkenberg,Renault,collision,0
2019,2,Hamilton,Mercedes,finished,0
2019,2,Bottas,Mercedes,finished,0
2019,2,Leclerc,Ferrari,finished,0
2019,2,Verstappen,Red Bull,finished,0
2019,2,Vettel,Ferrari,finished,0
2019,2,Norris,McLaren,finished,0
2019,2,Räikkönen,Alfa Romeo,finished,0
2019,2,Gasly,Red Bull,finished,0
2019,2,Albon,Toro Rosso,finished,0
2019,2,Pérez,Racing Point,finished,0
2019,2,Giovinazzi,Alfa Romeo,finished,0
2019,2,Kvyat,Toro Rosso,+1 lap,0
2019,2,Magnussen,Haas F1 Team,+1 lap,0
2019,2,Stroll,Racing Point,+1 lap,0
2019,2,Russell,Williams,+1 lap,0
2019,2,Kubica,Williams,+2 laps,0
2019,2,Hülkenberg,Renault,engine,1
2019,2,Ricciardo,Renault,out of fuel,0
2019,2,Sainz,McLaren,collision damage,0
2019,2,Grosjean,Haas F1 Team,retired,1
2019,3,Hamilton,Mercedes,finished,0
2019,3,Bottas,Mercedes,finished,0
2019,3,Vettel,Ferrari,finished,0
2019,3,Verstappen,Red Bull,finished,0
2019,3,Leclerc,Ferrari,finished,0
2019,3,Gasly,Red Bull,finished,0
2019,3,Ricciardo,Renault,+1 lap,0
2019,3,Pérez,Racing Point,+1 lap,0
2019,3,Räikkönen,Alfa Romeo,+1 lap,0
2019,3,Albon,Toro Rosso,+1 lap,0
2019,3,Grosjean,Haas F1 Team,+1 lap,0
2019,3,Stroll,Racing Point,+1 lap,0
2019,3,Magnussen,Haas F1 Team,+1 lap,0
2019,3,Sainz,McLaren,+1 lap,0
2019,3,Giovinazzi,Alfa Romeo,+1 lap,0
2019,3,Russell,Williams,+2 laps,0
2019,3,Kubica,Williams,+2 laps,0
2019,3,Norris,McLaren,collision,0
2019,3,Kvyat,Toro Rosso,collision,0
2019,3,Hülkenberg,Renault,power unit,0
2019,4,Bottas,Mercedes,finished,0
2019,4,Hamilton,Mercedes,finished,0
2019,4,Vettel,Ferrari,finished,0
2019,4,Verstappen,Red Bull,finished,0
2019,4,Leclerc,Ferrari,finished,0
2019,4,Pérez,Racing Point,finished,0
2019,4,Sainz,McLaren,finished,0
2019,4,Norris,McLaren,finished,0
2019,4,Stroll,Racing Point,finished,0
2019,4,Räikkönen,Alfa Romeo,+1 lap,0
2019,4,Albon,Toro Rosso,+1 lap,0
2019,4,Giovinazzi,Alfa Romeo,+1 lap,0
2019,4,Magnussen,Haas F1 Team,+1 lap,0
2019,4,Hülkenberg,Renault,+1 lap,0
2019,4,Russell,Williams,+2 laps,0
2019,4,Kubica,Williams,+2 laps,0
2019,4,Gasly,Red Bull,transmission,0
2019,4,Grosjean,Haas F1 Team,brakes,1
2019,4,Kvyat,Toro Rosso,collision,0
2019,4,Ricciardo,Renault,collision,0
2019,5,Hamilton,Mercedes,finished,0
2019,5,Bottas,Mercedes,finished,0
2019,5,Verstappen,Red Bull,finished,0
2019,5,Vettel,Ferrari,finished,0
2019,5,Leclerc,Ferrari,finished,0
2019,5,Gasly,Red Bull,finished,0
2019,5,Magnussen,Haas F1 Team,finished,0
2019,5,Sainz,McLaren,finished,0
2019,5,Kvyat,Toro Rosso,finished,0
2019,5,Grosjean,Haas F1 Team,finished,0
2019,5,Albon,Toro Rosso,finished,0
2019,5,Ricciardo,Renault,finished,0
2019,5,Hülkenberg,Renault,finished,0
2019,5,Räikkönen,Alfa Romeo,finished,0
2019,5,Pérez,Racing Point,finished,0
2019,5,Giovinazzi,Alfa Romeo,finished,0
2019,5,Russell,Williams,+1 lap,0
2019,5,Kubica,Williams,+1 lap,0
2019,5,Stroll,Racing Point,collision,0
2019,5,Norris,McLaren,collision,0
2019,6,Hamilton,Mercedes,finished,0
2019,6,Vettel,Ferrari,finished,0
2019,6,Bottas,Mercedes,finished,0
2019,6,Verstappen,Red Bull,finished,0
2019,6,Gasly,Red Bull,finished,0
2019,6,Sainz,McLaren,finished,0
2019,6,Kvyat,Toro Rosso,finished,0
2019,6,Albon,Toro Rosso,finished,0
2019,6,Ricciardo,Renault,finished,0
2019,6,Grosjean,Haas F1 Team,finished,0
2019,6,Norris,McLaren,finished,0
2019,6,Pérez,Racing Point,+1 lap,0
2019,6,Hülkenberg,Renault,+1 lap,0
2019,6,Magnussen,Haas F1 Team,+1 lap,0
2019,6,Russell,Williams,+1 lap,0
2019,6,Stroll,Racing Point,+1 lap,0
2019,6,Räikkönen,Alfa Romeo,+1 lap,0
2019,6,Kubica,Williams,+1 lap,0
2019,6,Giovinazzi,Alfa Romeo,+2 laps,0
2019,6,Leclerc,Ferrari,collision,0
2019,8,Hamilton,Mercedes,finished,0
2019,8,Bottas,Mercedes,finished,0
2019,8,Leclerc,Ferrari,finished,0
2019,8,Verstappen,Red Bull,finished,0
2019,8,Vettel,Ferrari,finished,0
2019,8,Sainz,McLaren,finished,0
2019,8,Räikkönen,Alfa Romeo,+1 lap,0
2019,8,Hülkenberg,Renault,+1 lap,0
2019,8,Norris,McLaren,+1 lap,0
2019,8,Gasly,Red Bull,+1 lap,0
2019,8,Ricciardo,Renault,+1 lap,0
2019,8,Pérez,Racing Point,+1 lap,0
2019,8,Stroll,Racing Point,+1 lap,0
2019,8,Kvyat,Toro Rosso,+1 lap,0
2019,8,Albon,Toro Rosso,+1 lap,0
2019,8,Giovinazzi,Alfa Romeo,+1 lap,0
2019,8,Magnussen,Haas F1 Team,+1 lap,0
2019,8,Kubica,Williams,+2 laps,0
2019,8,Russell,Williams,+2 laps,0
2019,8,Grosjean,Haas F1 Team,retired,1
2019,9,Verstappen,Red Bull,finished,0
2019,9,Leclerc,Ferrari,finished,0
2019,9,Bottas,Mercedes,finished,0
2019,9,Vettel,Ferrari,finished,0
2019,9,Hamilton,Mercedes,finished,0
2019,9,Norris,McLaren,+1 lap,0
2019,9,Gasly,Red Bull,+1 lap,0
2019,9,Sainz,McLaren,+1 lap,0
2019,9,Räikkönen,Alfa Romeo,+1 lap,0
2019,9,Giovinazzi,Alfa Romeo,+1 lap,0
2019,9,Pérez,Racing Point,+1 lap,0
2019,9,Ricciardo,Renault,+1 lap,0
2019,9,Hülkenberg,Renault,+1 lap,0
2019,9,Stroll,Racing Point,+1 lap,0
2019,9,Albon,Toro Rosso,+1 lap,0
2019,9,Grosjean,Haas F1 Team,+1 lap,0
2019,9,Kvyat,Toro Rosso,+1 lap,0
2019,9,Russell,Williams,+2 laps,0
2019,9,Magnussen,Haas F1 Team,+2 laps,0
2019,9,Kubica,Williams,+3 laps,0
2019,10,Hamilton,Mercedes,finished,0
2019,10,Bottas,Mercedes,finished,0
2019,10,Leclerc,Ferrari,finished,0
2019,10,Gasly,Red Bull,finished,0
2019,10,Verstappen,Red Bull,finished,0
2019,10,Sainz,McLaren,finished,0
2019,10,Ricciardo,Renault,finished,0
2019,10,Räikkönen,Alfa Romeo,finished,0
